,R,G,B
26862,206,206,206
26863,205,205,205
26864,205,205,205
26865,205,205,205
26866,206,206,206
26867,206,206,206
26868,207,207,207
26869,208,208,208
26870,208,208,208
26871,209,209,209
26872,213,213,213
26873,214,214,214
26874,217,217,217
26875,221,221,221
26876,225,225,225
26877,229,229,229
26878,232,232,232
26879,233,233,233
26880,235,235,235
26881,235,235,235
26882,236,236,236
26883,235,235,235
26884,233,233,233
26885,231,231,231
26886,228,228,228
26887,226,226,226
26888,225,225,225
26889,224,224,224
26890,221,221,221
26891,219,219,219
26892,215,215,215
26893,212,212,212
26894,210,210,210
26895,209,209,209
26896,208,208,208
26897,209,209,209
26898,211,211,211
26899,214,214,214
26900,218,218,218
26901,221,221,221
26902,223,223,223
26903,224,224,224
26904,226,226,226
26905,224,224,224
26906,221,221,221
26907,216,216,216
26908,211,211,211
26909,207,207,207
26910,204,204,204
26911,203,203,203
26912,202,202,202
26913,200,200,200
26914,197,197,197
26915,196,196,196
26916,196,196,196
26917,196,196,196
26918,194,194,194
26919,193,193,193
26920,193,193,193
26921,192,192,192
26922,192,192,192
26923,192,192,192
26924,193,193,193
26925,194,194,194
26926,195,195,195
26927,196,196,196
26928,195,195,195
26929,193,193,193
26930,191,191,191
26931,190,190,190
26932,191,191,191
26933,192,192,192
26934,192,192,192
26935,191,191,191
26936,193,193,193
26937,193,193,193
26938,192,192,192
26939,191,191,191
26940,190,190,190
26941,189,189,189
26942,188,188,188
26943,188,188,188
26944,191,191,191
26945,191,191,191
26946,191,191,191
26947,190,190,190
26948,190,190,190
26949,190,190,190
26950,190,190,190
26951,190,190,190
26952,189,189,189
26953,189,189,189
26954,190,190,190
26955,190,190,190
26956,190,190,190
26957,191,191,191
26958,191,191,191
26959,191,191,191
26960,198,198,198
26961,196,196,196
26962,194,194,194
26963,191,191,191
26964,188,188,188
26965,186,186,186
26966,184,184,184
26967,183,183,183
26968,182,182,182
26969,181,181,181
26970,178,178,178
26971,176,176,176
26972,175,175,175
26973,175,175,175
26974,175,175,175
26975,176,176,176
26976,174,174,174
26977,177,177,177
26978,171,171,171
26979,166,166,166
26980,169,169,169
26981,173,173,173
26982,173,173,173
26983,173,173,173
26984,172,172,172
26985,170,170,170
26986,169,169,169
26987,168,168,168
26988,169,169,169
26989,170,170,170
26990,169,169,169
26991,167,167,167
26992,167,167,167
26993,167,167,167
26994,168,168,168
26995,168,168,168
26996,168,168,168
26997,168,168,168
26998,168,168,168
26999,169,169,169
27000,163,163,163
27001,163,163,163
27002,165,165,165
27003,164,164,164
27004,161,161,161
27005,158,158,158
27006,159,159,159
27007,162,162,162
27008,160,160,160
27009,161,161,161
27010,163,163,163
27011,165,165,165
27012,168,168,168
27013,170,170,170
27014,172,172,172
27015,173,173,173
27016,174,174,174
27017,174,174,174
27018,179,179,179
27019,177,177,177
27020,174,174,174
27021,174,174,174
27022,175,175,175
27023,176,176,176
27024,176,176,176
27025,175,175,175
27026,178,178,178
27027,179,179,179
27028,180,180,180
27029,182,182,182
27030,184,184,184
27031,186,186,186
27032,187,187,187
27033,188,188,188
27034,184,184,184
27035,184,184,184
27036,184,184,184
27037,185,185,185
27038,185,185,185
27039,186,186,186
27040,187,187,187
27041,187,187,187
27042,188,188,188
27043,188,188,188
27044,188,188,188
27045,188,188,188
27046,188,188,188
27047,188,188,188
27048,188,188,188
27049,188,188,188
27050,189,189,189
27051,189,189,189
27052,189,189,189
27053,189,189,189
27054,189,189,189
27055,189,189,189
27056,189,189,189
27057,189,189,189
27058,191,191,191
27059,191,191,191
27060,191,191,191
27061,191,191,191
27062,191,191,191
27063,191,191,191
27064,191,191,191
27065,191,191,191
27066,189,189,189
27067,189,189,189
27068,189,189,189
27069,189,189,189
27070,189,189,189
27071,189,189,189
27072,189,189,189
27073,189,189,189
27074,187,187,187
27075,187,187,187
27076,186,186,186
27077,186,186,186
27078,185,185,185
27079,185,185,185
27080,184,184,184
27081,184,184,184
27082,186,186,186
27083,186,186,186
27084,186,186,186
27085,186,186,186
27086,186,186,186
27087,186,186,186
27088,186,186,186
27089,186,186,186
27090,189,189,189
27091,189,189,189
27092,189,189,189
27093,189,189,189
27094,189,189,189
27095,189,189,189
27096,189,189,189
27097,189,189,189
27098,189,189,189
27099,189,189,189
27100,189,189,189
27101,190,190,190
27102,190,190,190
27103,191,191,191
27104,191,191,191
27105,192,192,192
27106,192,192,192
27107,192,192,192
27108,192,192,192
27109,193,193,193
27110,194,194,194
27111,194,194,194
27112,195,195,195
27113,195,195,195
27114,195,195,195
27115,195,195,195
27116,195,195,195
27117,195,195,195
27118,195,195,195
27119,195,195,195
27120,195,195,195
27121,195,195,195
27122,198,198,198
27123,198,198,198
27124,198,198,198
27125,198,198,198
27126,198,198,198
27127,198,198,198
27128,198,198,198
27129,198,198,198
27130,198,198,198
27131,198,198,198
27132,198,198,198
27133,198,198,198
27134,198,198,198
27135,199,199,199
27136,199,199,199
27137,199,199,199
27138,203,203,203
27139,203,203,203
27140,203,203,203
27141,204,204,204
27142,204,204,204
27143,205,205,205
27144,205,205,205
27145,206,206,206
27146,209,209,209
27147,209,209,209
27148,210,210,210
27149,210,210,210
27150,211,211,211
27151,212,212,212
27152,212,212,212
27153,212,212,212
27154,208,208,208
27155,208,208,208
27156,208,208,208
27157,208,208,208
27158,208,208,208
27159,208,208,208
27160,208,208,208
27161,208,208,208
27162,209,209,209
27163,209,209,209
27164,209,209,209
27165,209,209,209
27166,209,209,209
27167,209,209,209
27168,209,209,209
27169,209,209,209
27170,209,209,209
27171,210,210,210
27172,210,210,210
27173,211,211,211
27174,211,211,211
27175,212,212,212
27176,212,212,212
27177,212,212,212
27178,213,213,213
27179,213,213,213
27180,214,214,214
27181,214,214,214
27182,215,215,215
27183,215,215,215
27184,216,216,216
27185,216,216,216
27186,215,215,215
27187,216,216,216
27188,216,216,216
27189,218,218,218
27190,219,219,219
27191,220,220,220
27192,221,221,221
27193,221,221,221
27194,224,224,224
27195,224,224,224
27196,224,224,224
27197,225,225,225
27198,225,225,225
27199,226,226,226
27200,226,226,226
27201,227,227,227
27202,227,227,227
27203,228,228,228
27204,228,228,228
27205,229,229,229
27206,229,229,229
27207,230,230,230
27208,230,230,230
27209,230,230,230
27210,230,230,230
27211,230,230,230
27212,230,230,230
27213,230,230,230
27214,230,230,230
27215,230,230,230
27216,230,230,230
27217,230,230,230
27218,230,230,230
27219,230,230,230
27220,230,230,230
27221,229,229,229
27222,229,229,229
27223,228,228,228
27224,228,228,228
27225,227,227,227
27226,227,227,227
27227,227,227,227
27228,227,227,227
27229,226,226,226
27230,225,225,225
27231,225,225,225
27232,224,224,224
27233,224,224,224
27234,224,224,224
27235,224,224,224
27236,224,224,224
27237,223,223,223
27238,223,223,223
27239,222,222,222
27240,222,222,222
27241,221,221,221
27242,221,221,221
27243,220,220,220
27244,220,220,220
27245,219,219,219
27246,219,219,219
27247,218,218,218
27248,218,218,218
27249,218,218,218
27250,218,218,218
27251,217,217,217
27252,217,217,217
27253,216,216,216
27254,216,216,216
27255,215,215,215
27256,215,215,215
27257,214,214,214
27258,217,217,217
27259,217,217,217
27260,217,217,217
27261,216,216,216
27262,216,216,216
27263,215,215,215
27264,215,215,215
27265,214,214,214
27266,213,213,213
27267,213,213,213
27268,213,213,213
27269,213,213,213
27270,213,213,213
27271,213,213,213
27272,213,213,213
27273,213,213,213
27274,215,215,215
27275,215,215,215
27276,215,215,215
27277,215,215,215
27278,215,215,215
27279,215,215,215
27280,215,215,215
27281,215,215,215
27282,213,213,213
27283,213,213,213
27284,213,213,213
27285,213,213,213
27286,213,213,213
27287,213,213,213
27288,213,213,213
27289,213,213,213
27290,211,211,211
27291,211,211,211
27292,211,211,211
27293,211,211,211
27294,211,211,211
27295,211,211,211
27296,211,211,211
27297,211,211,211
27298,211,211,211
27299,211,211,211
27300,211,211,211
27301,211,211,211
27302,211,211,211
27303,211,211,211
27304,211,211,211
27305,211,211,211
27306,209,209,209
27307,209,209,209
27308,209,209,209
27309,209,209,209
27310,209,209,209
27311,209,209,209
27312,209,209,209
27313,209,209,209
27314,210,210,210
27315,210,210,210
27316,210,210,210
27317,210,210,210
27318,210,210,210
27319,210,210,210
27320,210,210,210
27321,210,210,210
27322,209,209,209
27323,209,209,209
27324,209,209,209
27325,209,209,209
27326,209,209,209
27327,209,209,209
27328,209,209,209
27329,209,209,209
27330,209,209,209
27331,209,209,209
27332,208,208,208
27333,207,207,207
27334,207,207,207
27335,206,206,206
27336,206,206,206
27337,206,206,206
27338,205,205,205
27339,206,206,206
27340,206,206,206
27341,206,206,206
27342,206,206,206
27343,207,207,207
27344,207,207,207
27345,207,207,207
27346,205,205,205
27347,206,206,206
27348,206,206,206
27349,206,206,206
27350,207,207,207
27351,207,207,207
27352,207,207,207
27353,208,208,208
27354,210,210,210
27355,211,211,211
27356,213,213,213
27357,216,216,216
27358,221,221,221
27359,227,227,227
27360,232,232,232
27361,235,235,235
27362,234,234,234
27363,234,234,234
27364,234,234,234
27365,234,234,234
27366,234,234,234
27367,234,234,234
27368,234,234,234
27369,234,234,234
27370,231,231,231
27371,230,230,230
27372,229,229,229
27373,227,227,227
27374,225,225,225
27375,223,223,223
27376,221,221,221
27377,220,220,220
27378,226,226,226
27379,226,226,226
27380,226,226,226
27381,226,226,226
27382,226,226,226
27383,225,225,225
27384,225,225,225
27385,224,224,224
27386,213,213,213
27387,211,211,211
27388,208,208,208
27389,206,206,206
27390,204,204,204
27391,201,201,201
27392,197,197,197
27393,194,194,194
27394,197,197,197
27395,193,193,193
27396,189,189,189
27397,188,188,188
27398,190,190,190
27399,191,191,191
27400,189,189,189
27401,187,187,187
27402,182,182,182
27403,183,183,183
27404,186,186,186
27405,189,189,189
27406,192,192,192
27407,194,194,194
27408,195,195,195
27409,196,196,196
27410,195,195,195
27411,195,195,195
27412,194,194,194
27413,194,194,194
27414,193,193,193
27415,192,192,192
27416,192,192,192
27417,192,192,192
27418,193,193,193
27419,192,192,192
27420,191,191,191
27421,189,189,189
27422,188,188,188
27423,186,186,186
27424,185,185,185
27425,184,184,184
27426,185,185,185
27427,185,185,185
27428,185,185,185
27429,186,186,186
27430,187,187,187
27431,187,187,187
27432,188,188,188
27433,188,188,188
27434,192,192,192
27435,190,190,190
27436,187,187,187
27437,187,187,187
27438,189,189,189
27439,189,189,189
27440,188,188,188
27441,186,186,186
27442,186,186,186
27443,185,185,185
27444,183,183,183
27445,181,181,181
27446,180,180,180
27447,178,178,178
27448,176,176,176
27449,173,173,173
27450,169,169,169
27451,175,175,175
27452,175,175,175
27453,171,171,171
27454,170,170,170
27455,170,170,170
27456,169,169,169
27457,168,168,168
27458,174,174,174
27459,171,171,171
27460,167,167,167
27461,166,166,166
27462,166,166,166
27463,168,168,168
27464,168,168,168
27465,168,168,168
27466,165,165,165
27467,164,164,164
27468,163,163,163
27469,164,164,164
27470,165,165,165
27471,165,165,165
27472,165,165,165
27473,164,164,164
27474,160,160,160
27475,161,161,161
27476,162,162,162
27477,161,161,161
27478,162,162,162
27479,164,164,164
27480,161,161,161
27481,157,157,157
27482,156,156,156
27483,157,157,157
27484,157,157,157
27485,158,158,158
27486,159,159,159
27487,160,160,160
27488,160,160,160
27489,161,161,161
27490,168,168,168
27491,168,168,168
27492,172,172,172
27493,171,171,171
27494,169,169,169
27495,170,170,170
27496,173,173,173
27497,175,175,175
27498,177,177,177
27499,177,177,177
27500,177,177,177
27501,177,177,177
27502,178,178,178
27503,180,180,180
27504,182,182,182
27505,183,183,183
27506,185,185,185
27507,185,185,185
27508,181,181,181
27509,181,181,181
27510,181,181,181
27511,182,182,182
27512,183,183,183
27513,183,183,183
27514,184,184,184
27515,184,184,184
27516,184,184,184
27517,184,184,184
27518,184,184,184
27519,184,184,184
27520,184,184,184
27521,184,184,184
27522,184,184,184
27523,184,184,184
27524,187,187,187
27525,187,187,187
27526,187,187,187
27527,187,187,187
27528,187,187,187
27529,187,187,187
27530,187,187,187
27531,187,187,187
27532,186,186,186
27533,186,186,186
27534,186,186,186
27535,186,186,186
27536,186,186,186
27537,186,186,186
27538,186,186,186
27539,186,186,186
27540,184,184,184
27541,184,184,184
27542,184,184,184
27543,184,184,184
27544,184,184,184
27545,184,184,184
27546,184,184,184
27547,184,184,184
27548,186,186,186
27549,186,186,186
27550,185,185,185
27551,185,185,185
27552,184,184,184
27553,183,183,183
27554,183,183,183
27555,182,182,182
27556,185,185,185
27557,185,185,185
27558,185,185,185
27559,185,185,185
27560,185,185,185
27561,185,185,185
27562,185,185,185
27563,185,185,185
27564,188,188,188
27565,188,188,188
27566,188,188,188
27567,188,188,188
27568,188,188,188
27569,188,188,188
27570,188,188,188
27571,188,188,188
27572,188,188,188
27573,188,188,188
27574,189,189,189
27575,189,189,189
27576,190,190,190
27577,191,191,191
27578,191,191,191
27579,191,191,191
27580,190,190,190
27581,191,191,191
27582,191,191,191
27583,192,192,192
27584,192,192,192
27585,193,193,193
27586,193,193,193
27587,193,193,193
27588,193,193,193
27589,193,193,193
27590,193,193,193
27591,193,193,193
27592,193,193,193
27593,193,193,193
27594,193,193,193
27595,193,193,193
27596,195,195,195
27597,195,195,195
27598,195,195,195
27599,195,195,195
27600,195,195,195
27601,195,195,195
27602,195,195,195
27603,195,195,195
27604,195,195,195
27605,195,195,195
27606,196,196,196
27607,197,197,197
27608,198,198,198
27609,199,199,199
27610,199,199,199
27611,200,200,200
27612,202,202,202
27613,203,203,203
27614,203,203,203
27615,204,204,204
27616,204,204,204
27617,205,205,205
27618,205,205,205
27619,206,206,206
27620,206,206,206
27621,206,206,206
27622,206,206,206
27623,207,207,207
27624,208,208,208
27625,208,208,208
27626,209,209,209
27627,209,209,209
27628,207,207,207
27629,207,207,207
27630,207,207,207
27631,207,207,207
27632,207,207,207
27633,207,207,207
27634,207,207,207
27635,207,207,207
27636,208,208,208
27637,208,208,208
27638,208,208,208
27639,208,208,208
27640,208,208,208
27641,208,208,208
27642,208,208,208
27643,208,208,208
27644,210,210,210
27645,210,210,210
27646,211,211,211
27647,211,211,211
27648,212,212,212
27649,212,212,212
27650,213,213,213
27651,213,213,213
27652,215,215,215
27653,215,215,215
27654,215,215,215
27655,216,216,216
27656,217,217,217
27657,217,217,217
27658,218,218,218
27659,218,218,218
27660,216,216,216
27661,217,217,217
27662,218,218,218
27663,219,219,219
27664,220,220,220
27665,221,221,221
27666,222,222,222
27667,223,223,223
27668,224,224,224
27669,224,224,224
27670,225,225,225
27671,226,226,226
27672,226,226,226
27673,227,227,227
27674,227,227,227
27675,227,227,227
27676,227,227,227
27677,228,228,228
27678,228,228,228
27679,229,229,229
27680,229,229,229
27681,230,230,230
27682,230,230,230
27683,230,230,230
27684,230,230,230
27685,230,230,230
27686,230,230,230
27687,230,230,230
27688,230,230,230
27689,230,230,230
27690,230,230,230
27691,230,230,230
27692,230,230,230
27693,230,230,230
27694,230,230,230
27695,229,229,229
27696,229,229,229
27697,228,228,228
27698,228,228,228
27699,227,227,227
27700,228,228,228
27701,227,227,227
27702,227,227,227
27703,226,226,226
27704,226,226,226
27705,225,225,225
27706,225,225,225
27707,225,225,225
27708,224,224,224
27709,224,224,224
27710,224,224,224
27711,223,223,223
27712,223,223,223
27713,222,222,222
27714,222,222,222
27715,221,221,221
27716,222,222,222
27717,222,222,222
27718,221,221,221
27719,221,221,221
27720,220,220,220
27721,219,219,219
27722,219,219,219
27723,219,219,219
27724,218,218,218
27725,217,217,217
27726,217,217,217
27727,216,216,216
27728,216,216,216
27729,215,215,215
27730,215,215,215
27731,214,214,214
27732,217,217,217
27733,216,216,216
27734,216,216,216
27735,215,215,215
27736,215,215,215
27737,214,214,214
27738,214,214,214
27739,213,213,213
27740,213,213,213
27741,213,213,213
27742,213,213,213
27743,213,213,213
27744,213,213,213
27745,213,213,213
27746,213,213,213
27747,213,213,213
27748,214,214,214
27749,214,214,214
27750,214,214,214
27751,214,214,214
27752,214,214,214
27753,214,214,214
27754,214,214,214
27755,214,214,214
27756,212,212,212
27757,212,212,212
27758,212,212,212
27759,212,212,212
27760,212,212,212
27761,212,212,212
27762,212,212,212
27763,212,212,212
27764,211,211,211
27765,211,211,211
27766,211,211,211
27767,211,211,211
27768,211,211,211
27769,211,211,211
27770,211,211,211
27771,211,211,211
27772,211,211,211
27773,211,211,211
27774,211,211,211
27775,211,211,211
27776,211,211,211
27777,211,211,211
27778,211,211,211
27779,211,211,211
27780,212,212,212
27781,212,212,212
27782,212,212,212
27783,212,212,212
27784,212,212,212
27785,212,212,212
27786,212,212,212
27787,212,212,212
27788,210,210,210
27789,210,210,210
27790,210,210,210
27791,210,210,210
27792,210,210,210
27793,210,210,210
27794,210,210,210
27795,210,210,210
27796,208,208,208
27797,208,208,208
27798,208,208,208
27799,208,208,208
27800,208,208,208
27801,208,208,208
27802,208,208,208
27803,208,208,208
27804,209,209,209
27805,209,209,209
27806,208,208,208
27807,208,208,208
